DrugBank ID	SIDE EFFECT	MIN	MEAN	MAX	Drug name
DB04574	Accidental injury	4.0	7.666666666669999	12.0	Estrone sulfate
DB04574	Anxiety	2.0	4.175	5.7	Estrone sulfate
DB04574	Arthralgia	1.0	9.46666666667	14.0	Estrone sulfate
DB04574	Asthenia	6.0	9.333333333330001	13.7	Estrone sulfate
DB04574	Back pain	12.0	13.75	16.0	Estrone sulfate
DB04574	Breast enlargement	1.0	2.4	5.0	Estrone sulfate
DB04574	Breast pain	7.0	21.444444444400002	38.0	Estrone sulfate
DB04574	Cervix disorder	4.0	4.5	5.0	Estrone sulfate
DB04574	Cough	4.0	6.0	8.0	Estrone sulfate
DB04574	Cough increased	4.0	6.0	8.0	Estrone sulfate
DB04574	Cramps of lower extremities	3.0	4.75	7.0	Estrone sulfate
DB04574	Depression	3.8	8.75	13.7	Estrone sulfate
DB04574	Dermatitis	3.0	4.33333333333	6.0	Estrone sulfate
DB04574	Diarrhoea	6.0	6.5	7.0	Estrone sulfate
DB04574	Dizziness	3.0	4.5	6.0	Estrone sulfate
DB04574	Dysmenorrhoea	1.0	5.71428571429	13.0	Estrone sulfate
DB04574	Dyspepsia	5.0	7.8	11.0	Estrone sulfate
DB04574	Endometrial hypertrophy	7.8	13.35	18.9	Estrone sulfate
DB04574	Endometrial thickening	7.8	13.35	18.9	Estrone sulfate
DB04574	Flatulence	5.0	7.0	9.0	Estrone sulfate
DB04574	Gastrointestinal pain	5.9	15.0375	23.0	Estrone sulfate
DB04574	Headache	11.3	28.6	38.0	Estrone sulfate
DB04574	Hypertonia	3.0	4.66666666667	7.0	Estrone sulfate
DB04574	Infection	1.9	16.3	23.0	Estrone sulfate
DB04574	Influenza	8.0	11.333333333299999	14.0	Estrone sulfate
DB04574	Injury	4.0	7.666666666669999	12.0	Estrone sulfate
DB04574	Insomnia	5.7	7.125	9.8	Estrone sulfate
DB04574	Leukorrhea	3.0	6.0	9.0	Estrone sulfate
DB04574	Muscle spasms	3.0	4.75	7.0	Estrone sulfate
DB04574	Musculoskeletal discomfort	1.0	8.485714285710001	14.0	Estrone sulfate
DB04574	Myalgia	3.8	6.72	11.8	Estrone sulfate
DB04574	Nausea	3.9	8.0375	11.0	Estrone sulfate
DB04574	Nervousness	3.8	8.75	13.7	Estrone sulfate
DB04574	Pain	2.0	13.33	20.0	Estrone sulfate
DB04574	Palpitations	1.0	4.2	5.9	Estrone sulfate
DB04574	Paraesthesia	1.0	4.8	7.5	Estrone sulfate
DB04574	Pharyngitis	1.9	8.85	13.0	Estrone sulfate
DB04574	Pruritus	4.0	4.5	5.0	Estrone sulfate
DB04574	Rash	3.0	4.33333333333	6.0	Estrone sulfate
DB04574	Rhinitis	1.0	6.325	10.0	Estrone sulfate
DB04574	Sinusitis	6.0	8.4	11.0	Estrone sulfate
DB04574	Tension	3.8	8.75	13.7	Estrone sulfate
DB04574	Upper respiratory tract infection	2.0	9.53333333333	13.2	Estrone sulfate
DB04574	Vaginal discharge	3.0	6.0	9.0	Estrone sulfate
DB04574	Vaginal haemorrhage	1.0	5.0	14.0	Estrone sulfate
DB04574	Vaginal infection	2.0	4.75	7.5	Estrone sulfate
DB04574	Vaginal inflammation	2.0	4.75	7.5	Estrone sulfate
DB04574	Vaginal moniliasis	4.0	6.0	8.0	Estrone sulfate
DB04574	Vertigo	1.0	4.2	5.9	Estrone sulfate
DB04574	Vulvovaginal candidiasis	4.0	6.0	8.0	Estrone sulfate
DB04574	Vulvovaginal mycotic infection	4.0	6.0	8.0	Estrone sulfate
DB04574	Weight increased	1.0	3.53333333333	5.7	Estrone sulfate
DB04835	Abdominal pain	8.2	8.2	8.2	Maraviroc
DB04835	Altered state of consciousness	3.8	3.9	4.0	Maraviroc
DB04835	Anogenital warts	1.0	1.7	2.1	Maraviroc
DB04835	Anxiety	4.0	4.0	4.0	Maraviroc
DB04835	Anxiety symptoms NOS	4.0	4.0	4.0	Maraviroc
DB04835	Apocrine and eccrine gland disorders	4.0	4.5	5.0	Maraviroc
DB04835	Appetite disorder	7.3	7.65	8.0	Maraviroc
DB04835	Benign neoplasm of skin	1.0	2.2	3.0	Maraviroc
DB04835	Bladder and urethral symptoms	1.0	3.5	5.0	Maraviroc
DB04835	Body temperature increased	9.0	11.333333333299999	13.0	Maraviroc
DB04835	Bronchitis	5.0	5.966666666669999	7.0	Maraviroc
DB04835	Bronchospasm	2.1	2.1	2.1	Maraviroc
DB04835	Conjunctivitis	1.0	1.5	2.0	Maraviroc
DB04835	Consciousness abnormal	3.8	3.9	4.0	Maraviroc
DB04835	Constipation	3.0	4.8	6.0	Maraviroc
DB04835	Cough	5.0	10.5666666667	14.0	Maraviroc
DB04835	Depression	3.0	3.5	4.0	Maraviroc
DB04835	Depressive disorder	3.0	3.5	4.0	Maraviroc
DB04835	Dermatitis	3.1	6.36	11.0	Maraviroc
DB04835	Discomfort	3.0	3.5	4.0	Maraviroc
DB04835	Dizziness	8.2	8.6	9.0	Maraviroc
DB04835	Dizziness postural	8.2	8.6	9.0	Maraviroc
DB04835	Dysaesthesia	3.0	4.23333333333	5.0	Maraviroc
DB04835	Dysthymic disorder	3.0	3.5	4.0	Maraviroc
DB04835	Eczema	3.1	3.1	3.1	Maraviroc
DB04835	Erythema	1.0	1.5	2.0	Maraviroc
DB04835	Eye infection	1.0	1.5	2.0	Maraviroc
DB04835	Febrile disorders	2.1	2.1	2.1	Maraviroc
DB04835	Folliculitis	2.0	3.1	4.0	Maraviroc
DB04835	Gastrointestinal pain	8.2	8.2	8.2	Maraviroc
DB04835	Herpes virus infection	4.0	6.266666666669999	8.0	Maraviroc
DB04835	Inflammation	1.0	2.7	4.0	Maraviroc
DB04835	Influenza	1.6	1.8	2.0	Maraviroc
DB04835	Joint related signs and symptoms	3.0	5.36666666667	7.0	Maraviroc
DB04835	Lipodystrophy	2.8	2.9	3.0	Maraviroc
DB04835	Lipodystrophy acquired	2.8	2.9	3.0	Maraviroc
DB04835	Musculoskeletal discomfort	2.8	2.9	3.0	Maraviroc
DB04835	Myalgia	2.8	2.9	3.0	Maraviroc
DB04835	Nasal congestion	3.0	3.5	4.0	Maraviroc
DB04835	Neuropathy peripheral	3.0	3.36666666667	4.0	Maraviroc
DB04835	Otitis media	2.0	2.0	2.0	Maraviroc
DB04835	Pain	3.0	3.5	4.0	Maraviroc
DB04835	Paraesthesia	3.0	4.23333333333	5.0	Maraviroc
DB04835	Pneumonia	2.0	2.05	2.1	Maraviroc
DB04835	Pruritus	2.0	3.26666666667	4.0	Maraviroc
DB04835	Rash	5.0	8.53333333333	11.0	Maraviroc
DB04835	Respiration abnormal	2.0	3.1	4.0	Maraviroc
DB04835	Respiratory disorder	2.0	3.1	4.0	Maraviroc
DB04835	Sinusitis	3.0	5.43333333333	7.0	Maraviroc
DB04835	Stomatitis	2.6	2.6	2.6	Maraviroc
DB04835	Ulcer	2.6	2.6	2.6	Maraviroc
DB04835	Upper respiratory tract infection	13.0	18.6666666667	23.0	Maraviroc
DB04835	Urinary tract signs and symptoms	1.0	2.2	3.0	Maraviroc
DB04835	Vascular hypertensive disorders	2.0	2.7	3.1	Maraviroc
DB04844	Akathisia	18.5	18.75	19.0	Tetrabenazine
DB04844	Asthenia	22.0	22.0	22.0	Tetrabenazine
DB04844	Fatigue	22.0	22.0	22.0	Tetrabenazine
DB04844	Insomnia	22.0	22.0	22.0	Tetrabenazine
DB04844	Nausea	13.0	13.0	13.0	Tetrabenazine
DB04844	Somnolence	31.0	31.0	31.0	Tetrabenazine
DB04845	Abdominal pain	13.0	13.5	14.0	Ixabepilone
DB04845	Alopecia	3.0	25.5	48.0	Ixabepilone
DB04845	Anaemia	1.0	4.2	8.0	Ixabepilone
DB04845	Anorexia	15.0	17.0	19.0	Ixabepilone
DB04845	Arthralgia	5.0	27.0	49.0	Ixabepilone
DB04845	Asthenia	4.0	23.6	56.0	Ixabepilone
DB04845	Body temperature increased	4.0	6.0	8.0	Ixabepilone
DB04845	Chest pain	1.0	3.33333333333	5.0	Ixabepilone
DB04845	Constipation	6.0	11.0	16.0	Ixabepilone
DB04845	Cough	2.0	2.0	2.0	Ixabepilone
DB04845	Decreased appetite	15.0	17.0	19.0	Ixabepilone
DB04845	Dehydration	2.0	2.0	2.0	Ixabepilone
DB04845	Dermatitis	7.0	8.0	9.0	Ixabepilone
DB04845	Diarrhoea	9.0	23.3333333333	39.0	Ixabepilone
DB04845	Dizziness	5.0	6.0	7.0	Ixabepilone
DB04845	Dyspnoea	1.0	4.66666666667	9.0	Ixabepilone
DB04845	Fatigue	4.0	23.6	56.0	Ixabepilone
DB04845	Febrile neutropenia	1.0	2.0	3.0	Ixabepilone
DB04845	Gastrointestinal pain	13.0	13.5	14.0	Ixabepilone
DB04845	Gastrooesophageal reflux disease	6.0	7.0	8.0	Ixabepilone
DB04845	Headache	3.0	7.0	11.0	Ixabepilone
DB04845	Hot flush	2.0	4.0	6.0	Ixabepilone
DB04845	Hypersensitivity	5.0	5.0	5.0	Ixabepilone
DB04845	Insomnia	2.0	3.5	5.0	Ixabepilone
DB04845	Lacrimation increased	4.0	4.0	4.0	Ixabepilone
DB04845	Leukopenia	1.0	18.6666666667	41.0	Ixabepilone
DB04845	Menopausal symptoms	2.0	4.0	6.0	Ixabepilone
DB04845	Mucosal inflammation	4.0	14.75	29.0	Ixabepilone
DB04845	Musculoskeletal discomfort	5.0	27.0	49.0	Ixabepilone
DB04845	Musculoskeletal pain	5.0	12.5	20.0	Ixabepilone
DB04845	Myalgia	5.0	27.0	49.0	Ixabepilone
DB04845	Nail disorder	9.0	9.5	10.0	Ixabepilone
DB04845	Nausea	40.0	41.0	42.0	Ixabepilone
DB04845	Neuritis	1.0	5.5	10.0	Ixabepilone
DB04845	Neutropenia	2.0	22.1666666667	36.0	Ixabepilone
DB04845	Oedema	5.0	7.0	9.0	Ixabepilone
DB04845	Pain	2.0	6.333333333330001	9.0	Ixabepilone
DB04845	Peripheral motor neuropathy	1.0	5.5	10.0	Ixabepilone
DB04845	Peripheral sensory neuropathy	14.0	28.25	62.0	Ixabepilone
DB04845	Pruritus	2.0	4.0	6.0	Ixabepilone
DB04845	Rash	7.0	8.0	9.0	Ixabepilone
DB04845	Skin exfoliation	2.0	2.5	3.0	Ixabepilone
DB04845	Skin hyperpigmentation	2.0	8.0	14.0	Ixabepilone
DB04845	Stomatitis	4.0	14.75	29.0	Ixabepilone
DB04845	Taste disorders	4.0	5.0	6.0	Ixabepilone
DB04845	Thrombocytopenia	2.0	3.33333333333	5.0	Ixabepilone
DB04845	Upper respiratory tract infection	3.0	4.5	6.0	Ixabepilone
DB04845	Vomiting	2.0	18.3333333333	29.0	Ixabepilone
DB04845	Weight decreased	3.0	4.5	6.0	Ixabepilone
DB04854	Arthralgia	1.1	1.1	1.1	Febuxostat
DB04854	Dermatitis	1.6	1.6	1.6	Febuxostat
DB04854	Musculoskeletal discomfort	1.1	1.1	1.1	Febuxostat
DB04854	Nausea	1.1	1.2	1.3	Febuxostat
DB04854	Rash	1.6	1.6	1.6	Febuxostat
DB04855	Abdominal pain	4.0	4.0	4.0	Dronedarone
DB04855	Asthenic conditions	7.0	7.0	7.0	Dronedarone
DB04855	Bradycardia	3.0	3.0	3.0	Dronedarone
DB04855	Dermatitis	5.0	5.0	5.0	Dronedarone
DB04855	Dermatitis atopic	5.0	5.0	5.0	Dronedarone
DB04855	Diarrhoea	9.0	9.0	9.0	Dronedarone
DB04855	Dyspeptic signs and symptoms	2.0	2.0	2.0	Dronedarone
DB04855	Eczema	5.0	5.0	5.0	Dronedarone
DB04855	Gastrointestinal pain	4.0	4.0	4.0	Dronedarone
DB04855	Nausea	5.0	5.0	5.0	Dronedarone
DB04855	Pruritus	5.0	5.0	5.0	Dronedarone
DB04855	Rash	5.0	5.0	5.0	Dronedarone
DB04855	Vomiting	2.0	2.0	2.0	Dronedarone
DB04861	Asthenia	2.0	3.5	5.0	Nebivolol
DB04861	Bradycardia	1.0	1.0	1.0	Nebivolol
DB04861	Chest pain	1.0	1.0	1.0	Nebivolol
DB04861	Dermatitis	1.0	1.0	1.0	Nebivolol
DB04861	Diarrhoea	2.0	2.5	3.0	Nebivolol
DB04861	Dizziness	2.0	3.0	4.0	Nebivolol
DB04861	Dyspnoea	1.0	1.0	1.0	Nebivolol
DB04861	Fatigue	2.0	3.5	5.0	Nebivolol
DB04861	Headache	6.0	7.333333333330001	9.0	Nebivolol
DB04861	Insomnia	1.0	1.0	1.0	Nebivolol
DB04861	Nausea	1.0	2.0	3.0	Nebivolol
DB04861	Oedema peripheral	1.0	1.0	1.0	Nebivolol
DB04861	Rash	1.0	1.0	1.0	Nebivolol
DB04868	Abdominal pain	1.0	5.0	10.0	Nilotinib
DB04868	Alanine aminotransferase increased	3.0	5.33333333333	9.0	Nilotinib
DB04868	Albumin low	1.0	2.66666666667	4.0	Nilotinib
DB04868	Alopecia	5.0	9.5	14.0	Nilotinib
DB04868	Anaemia	4.0	10.5714285714	27.0	Nilotinib
DB04868	Angiopathy	1.0	6.0	11.0	Nilotinib
DB04868	Arthralgia	1.0	5.2	9.0	Nilotinib
DB04868	Aspartate aminotransferase increased	1.0	2.0	3.0	Nilotinib
DB04868	Asthenia	1.0	6.533333333330001	17.0	Nilotinib
DB04868	Blood albumin decreased	1.0	2.66666666667	4.0	Nilotinib
DB04868	Blood alkaline phosphatase increased	1.0	1.0	1.0	Nilotinib
DB04868	Blood bilirubin increased	1.0	5.8	9.0	Nilotinib
DB04868	Blood creatinine increased	1.0	1.0	1.0	Nilotinib
DB04868	Bone pain	1.0	3.8	6.0	Nilotinib
DB04868	Connective tissue disorder	1.0	10.6666666667	19.0	Nilotinib
DB04868	Constipation	1.0	6.6	12.0	Nilotinib
DB04868	Creatinine increased	1.0	1.0	1.0	Nilotinib
DB04868	Decreased appetite	1.0	4.0	8.0	Nilotinib
DB04868	Dermatitis	1.0	14.875	37.0	Nilotinib
DB04868	Diarrhoea	1.0	10.0	30.0	Nilotinib
DB04868	Dry skin	5.0	8.0	10.0	Nilotinib
DB04868	Dyspepsia	1.0	3.75	6.0	Nilotinib
DB04868	Erythema	1.0	3.4	6.0	Nilotinib
DB04868	Fatigue	1.0	8.0	17.0	Nilotinib
DB04868	Gastrointestinal disorder	1.0	18.3333333333	37.0	Nilotinib
DB04868	Gastrointestinal pain	1.0	5.0	10.0	Nilotinib
DB04868	Headache	1.0	8.333333333330001	22.0	Nilotinib
DB04868	Hypercholesterolaemia	1.0	1.0	1.0	Nilotinib
DB04868	Hyperglycaemia	1.0	6.333333333330001	12.0	Nilotinib
DB04868	Hyperkalaemia	1.0	3.25	6.0	Nilotinib
DB04868	Hypocalcaemia	1.0	2.66666666667	5.0	Nilotinib
DB04868	Hypokalaemia	1.0	4.0	9.0	Nilotinib
DB04868	Hyponatraemia	1.0	3.0	7.0	Nilotinib
DB04868	Hypophosphataemia	6.0	10.833333333299999	17.0	Nilotinib
DB04868	Infection	1.0	13.4	24.0	Nilotinib
DB04868	Infestation	1.0	13.4	24.0	Nilotinib
DB04868	Infestation NOS	1.0	13.4	24.0	Nilotinib
DB04868	Lipase increased	4.0	9.75	18.0	Nilotinib
DB04868	Malnutrition	1.0	11.0	17.0	Nilotinib
DB04868	Mediastinal disorder	1.0	15.2	27.0	Nilotinib
DB04868	Mental disorder	1.0	6.666666666669999	12.0	Nilotinib
DB04868	Muscle spasms	1.0	9.6	29.0	Nilotinib
DB04868	Musculoskeletal discomfort	1.0	6.666666666669999	12.0	Nilotinib
DB04868	Myalgia	1.0	8.5	12.0	Nilotinib
DB04868	Nausea	1.0	15.166666666700001	34.0	Nilotinib
DB04868	Nervous system disorder	1.0	15.1818181818	35.0	Nilotinib
DB04868	Neutropenia	11.0	21.2857142857	42.0	Nilotinib
DB04868	Oedema peripheral	1.0	7.25	17.0	Nilotinib
DB04868	Pain in extremity	1.0	4.0	7.0	Nilotinib
DB04868	Phosphatase alkaline increased	1.0	1.0	1.0	Nilotinib
DB04868	Pruritus	1.0	12.4	24.0	Nilotinib
DB04868	Rash	1.0	14.875	37.0	Nilotinib
DB04868	Skin disorder	2.0	25.6	36.0	Nilotinib
DB04868	Thrombocytopenia	9.0	21.714285714299997	42.0	Nilotinib
DB04868	Unspecified disorder of skin and subcutaneous tissue	2.0	25.6	36.0	Nilotinib
DB04868	Vomiting	1.0	7.5	18.0	Nilotinib
DB04911	Abscess	2.34	3.065	3.79	Oritavancin
DB04911	Alanine aminotransferase increased	1.53	2.15	2.77	Oritavancin
DB04911	Aspartate aminotransferase increased	1.53	1.685	1.84	Oritavancin
DB04911	Diarrhoea	3.26	3.475	3.69	Oritavancin
DB04911	Dizziness	2.64	2.65	2.66	Oritavancin
DB04911	Headache	6.71	6.89	7.07	Oritavancin
DB04911	Infusion site phlebitis	1.53	1.995	2.46	Oritavancin
DB04911	Infusion site reaction	1.95	2.705	3.46	Oritavancin
DB04911	Nausea	9.94	10.22	10.5	Oritavancin
DB04911	Tachycardia	1.12	1.79	2.46	Oritavancin
DB04911	Vomiting	4.61	4.645	4.68	Oritavancin
DB04918	Diarrhoea	4.8	4.8	4.8	Ceftobiprole
DB04918	Dysgeusia	5.6	5.6	5.6	Ceftobiprole
DB04918	Headache	4.5	4.5	4.5	Ceftobiprole
DB04918	Nausea	9.1	9.1	9.1	Ceftobiprole
DB04918	Vomiting	4.8	4.8	4.8	Ceftobiprole
DB04920	Atrial fibrillation	12.2	16.75	21.3	Clevidipine
DB04920	Headache	6.3	6.3	6.3	Clevidipine
DB04920	Nausea	4.8	12.7666666667	21.3	Clevidipine
DB04920	Renal failure acute	1.96	5.695	9.43	Clevidipine
DB04920	Vomiting	3.2	3.2	3.2	Clevidipine
DB04938	Angiopathy	7.5	7.5	7.5	Ospemifene
DB04938	Connective tissue disorder	3.2	3.2	3.2	Ospemifene
DB04938	Hot flush	7.5	7.5	7.5	Ospemifene
DB04938	Hyperhidrosis	1.6	1.6	1.6	Ospemifene
DB04938	Menopausal symptoms	7.5	7.5	7.5	Ospemifene
DB04938	Muscle spasms	3.2	3.2	3.2	Ospemifene
DB04938	Skin disorder	1.6	1.6	1.6	Ospemifene
DB04938	Unspecified disorder of skin and subcutaneous tissue	1.6	1.6	1.6	Ospemifene
DB04946	Abdominal discomfort	1.0	2.0	3.0	Iloperidone
DB04946	Akathisia	1.7	2.0	2.3	Iloperidone
DB04946	Arthralgia	3.0	3.0	3.0	Iloperidone
DB04946	Asthenia	4.0	5.0	6.0	Iloperidone
DB04946	Dermatitis	2.0	2.5	3.0	Iloperidone
DB04946	Diarrhoea	5.0	6.0	7.0	Iloperidone
DB04946	Dizziness	10.0	15.0	20.0	Iloperidone
DB04946	Dry mouth	8.0	9.0	10.0	Iloperidone
DB04946	Dyskinesia	1.0	1.35	1.7	Iloperidone
DB04946	Dyspnoea	2.0	2.0	2.0	Iloperidone
DB04946	Ejaculation failure	2.0	2.0	2.0	Iloperidone
DB04946	Extrapyramidal disorder	4.0	4.5	5.0	Iloperidone
DB04946	Fatigue	4.0	5.0	6.0	Iloperidone
DB04946	Hypotension	1.0	2.0	3.0	Iloperidone
DB04946	Lethargy	1.0	2.0	3.0	Iloperidone
DB04946	Musculoskeletal discomfort	3.0	3.0	3.0	Iloperidone
DB04946	Musculoskeletal stiffness	1.0	2.0	3.0	Iloperidone
DB04946	Nasal congestion	5.0	6.5	8.0	Iloperidone
DB04946	Nasopharyngitis	3.0	3.5	4.0	Iloperidone
DB04946	Nausea	7.0	8.5	10.0	Iloperidone
DB04946	Orthostatic hypotension	3.0	4.0	5.0	Iloperidone
DB04946	Rash	2.0	2.5	3.0	Iloperidone
DB04946	Somnolence	9.0	12.0	15.0	Iloperidone
DB04946	Tachycardia	3.0	7.5	12.0	Iloperidone
DB04946	Tremor	2.5	2.86666666667	3.1	Iloperidone
DB04946	Upper respiratory tract infection	2.0	2.5	3.0	Iloperidone
DB04946	Vision blurred	1.0	2.0	3.0	Iloperidone
DB04946	Weight increased	1.0	5.0	9.0	Iloperidone
DB04953	Amnesia	1.0	2.0	3.0	Ezogabine
DB04953	Anxiety	2.0	3.33333333333	5.0	Ezogabine
DB04953	Aphasia	1.0	3.27272727273	7.0	Ezogabine
DB04953	Asthenia	3.0	7.7	16.0	Ezogabine
DB04953	Balance disorder	3.0	4.0	5.0	Ezogabine
DB04953	Chromaturia	1.0	2.0	3.0	Ezogabine
DB04953	Confusional state	4.0	9.25	16.0	Ezogabine
DB04953	Constipation	1.0	3.25	5.0	Ezogabine
DB04953	Coordination abnormal	5.0	8.0	12.0	Ezogabine
DB04953	Diplopia	6.0	7.0	8.0	Ezogabine
DB04953	Disorientation	1.0	2.66666666667	5.0	Ezogabine
DB04953	Disturbance in attention	6.0	6.5	7.0	Ezogabine
DB04953	Dizziness	6.0	19.0	32.0	Ezogabine
DB04953	Dysarthria	2.0	4.66666666667	8.0	Ezogabine
DB04953	Dyspepsia	2.0	2.5	3.0	Ezogabine
DB04953	Dysphasia	1.0	2.0	3.0	Ezogabine
DB04953	Dysuria	1.0	2.33333333333	4.0	Ezogabine
DB04953	Fatigue	3.0	11.75	16.0	Ezogabine
DB04953	Feeling abnormal	4.0	9.25	16.0	Ezogabine
DB04953	Gait disturbance	2.0	4.25	6.0	Ezogabine
DB04953	Haematuria	1.0	1.5	2.0	Ezogabine
DB04953	Influenza	1.0	3.25	5.0	Ezogabine
DB04953	Memory impairment	3.0	6.0	9.0	Ezogabine
DB04953	Nausea	6.0	7.333333333330001	9.0	Ezogabine
DB04953	Osteoarthritis	2.0	4.66666666667	8.0	Ezogabine
DB04953	Paraesthesia	2.0	3.33333333333	5.0	Ezogabine
DB04953	Psychotic disorder	1.0	1.5	2.0	Ezogabine
DB04953	Somnolence	3.0	18.4	27.0	Ezogabine
DB04953	Tremor	3.0	8.25	12.0	Ezogabine
DB04953	Urinary hesitation	1.0	2.33333333333	4.0	Ezogabine
DB04953	Vertigo	8.0	8.5	9.0	Ezogabine
DB04953	Vision blurred	2.0	5.25	10.0	Ezogabine
DB04953	Weight increased	2.0	2.5	3.0	Ezogabine
DB05013	Application site infection	2.55	2.55	2.55	Ingenol mebutate
DB05013	Application site irritation	3.56	3.56	3.56	Ingenol mebutate
DB05013	Application site pain	2.22	8.76	15.3	Ingenol mebutate
DB05013	Application site pruritus	1.11	5.7133333333300005	8.03	Ingenol mebutate
DB05013	Erythema	15.1	44.9	94.2	Ingenol mebutate
DB05013	Headache	1.11	1.65	2.19	Ingenol mebutate
DB05013	Instillation site pain	2.22	8.76	15.3	Ingenol mebutate
DB05013	Nasopharyngitis	1.78	1.78	1.78	Ingenol mebutate
DB05013	Periorbital oedema	2.55	2.55	2.55	Ingenol mebutate
DB05013	Scab	3.56	31.8016666667	80.3	Ingenol mebutate
DB05013	Swelling	3.11	26.78	79.2	Ingenol mebutate
DB05013	Ulcer	1.11	15.325	31.8	Ingenol mebutate
DB05015	Abdominal pain	1.0	6.0	11.0	Belinostat
DB05015	Anaemia	11.0	21.5	32.0	Belinostat
DB05015	Asthenia	5.0	21.0	37.0	Belinostat
DB05015	Body temperature increased	2.0	18.5	35.0	Belinostat
DB05015	Chills	1.0	8.5	16.0	Belinostat
DB05015	Constipation	1.0	12.0	23.0	Belinostat
DB05015	Cough	19.0	19.0	19.0	Belinostat
DB05015	Decreased appetite	2.0	8.5	15.0	Belinostat
DB05015	Dermatitis	1.0	10.5	20.0	Belinostat
DB05015	Diarrhoea	2.0	12.5	23.0	Belinostat
DB05015	Dizziness	10.0	10.0	10.0	Belinostat
DB05015	Dyspnoea	6.0	14.0	22.0	Belinostat
DB05015	Electrocardiogram QT prolonged	4.0	7.5	11.0	Belinostat
DB05015	Fatigue	5.0	21.0	37.0	Belinostat
DB05015	Gastrointestinal pain	1.0	6.0	11.0	Belinostat
DB05015	Headache	15.0	15.0	15.0	Belinostat
DB05015	Hyperlactacidaemia	2.0	9.0	16.0	Belinostat
DB05015	Hypokalaemia	4.0	8.0	12.0	Belinostat
DB05015	Hypotension	3.0	6.5	10.0	Belinostat
DB05015	Infusion site pain	14.0	14.0	14.0	Belinostat
DB05015	Nausea	1.0	21.5	42.0	Belinostat
DB05015	Oedema peripheral	20.0	20.0	20.0	Belinostat
DB05015	Phlebitis	1.0	5.5	10.0	Belinostat
DB05015	Pruritus	3.0	9.5	16.0	Belinostat
DB05015	Rash	1.0	10.5	20.0	Belinostat
DB05015	Thrombocytopenia	7.0	11.5	16.0	Belinostat
DB05015	Vomiting	1.0	15.0	29.0	Belinostat
DB05039	Cough	6.46	7.33	8.2	Indacaterol
DB05039	Headache	3.7	4.41	5.12	Indacaterol
DB05039	Muscle spasms	3.5	3.5	3.5	Indacaterol
DB05039	Nasopharyngitis	5.35	9.825	14.3	Indacaterol
DB05039	Nausea	2.45	2.45	2.45	Indacaterol
DB05039	Oropharyngeal pain	2.23	2.23	2.23	Indacaterol
DB05039	Upper respiratory tract infection	14.2	14.2	14.2	Indacaterol
DB05109	Agranulocytosis	1.5	1.5	1.5	Trabectedin
DB05109	Hepatotoxicity	1.0	1.0	1.0	Trabectedin
DB05109	Left ventricular dysfunction	1.0	1.0	1.0	Trabectedin
DB05109	Neutropenic infection	1.0	1.0	1.0	Trabectedin
DB05109	Neutropenic sepsis	1.0	1.0	1.0	Trabectedin
DB05109	Pancytopenia	1.5	1.65	1.8	Trabectedin
DB05109	Pulmonary embolism	1.2	1.2	1.2	Trabectedin
DB05109	Pulmonary oedema	1.0	1.0	1.0	Trabectedin
DB05294	Abdominal pain	1.3	9.9	21.0	Vandetanib
DB05294	Acne	1.0	18.633333333299998	35.0	Vandetanib
DB05294	Alopecia	8.0	8.0	8.0	Vandetanib
DB05294	Amylase increased	5.0	14.4	23.8	Vandetanib
DB05294	Asthenia	1.7	12.371428571400001	24.0	Vandetanib
DB05294	Colitis	11.0	34.0	57.0	Vandetanib
DB05294	Cough	10.8	10.8	10.8	Vandetanib
DB05294	Decreased appetite	1.73	11.9825	21.2	Vandetanib
DB05294	Depression	1.3	4.43333333333	10.0	Vandetanib
DB05294	Dermatitis	1.7	26.175	53.0	Vandetanib
DB05294	Dermatitis acneiform	1.0	17.0666666667	35.0	Vandetanib
DB05294	Diarrhoea	2.16	31.615	57.0	Vandetanib
DB05294	Dry mouth	9.0	9.0	9.0	Vandetanib
DB05294	Dry skin	15.0	15.1	15.2	Vandetanib
DB05294	Dysgeusia	8.0	8.0	8.0	Vandetanib
DB05294	Dyspepsia	10.8	10.9	11.0	Vandetanib
DB05294	Electrocardiogram QT prolonged	8.0	12.1	14.3	Vandetanib
DB05294	Fatigue	6.0	17.9333333333	24.0	Vandetanib
DB05294	Gastroenteritis	1.0	1.0	1.0	Vandetanib
DB05294	Gastrointestinal haemorrhage	1.0	1.0	1.0	Vandetanib
DB05294	Gastrointestinal pain	1.3	9.9	21.0	Vandetanib
DB05294	Haemoglobin increased	12.1	12.1	12.1	Vandetanib
DB05294	Headache	1.0	17.5	26.0	Vandetanib
DB05294	Hypercalcaemia	1.3	1.3	1.3	Vandetanib
DB05294	Hypertension	1.3	18.725	33.0	Vandetanib
DB05294	Hypertensive crisis	1.73	14.576666666700001	33.0	Vandetanib
DB05294	Hypocalcaemia	2.0	7.93333333333	11.0	Vandetanib
DB05294	Hypothyroidism	6.0	6.0	6.0	Vandetanib
DB05294	Insomnia	13.0	13.0	13.0	Vandetanib
DB05294	Malignant hypertension	9.0	21.0	33.0	Vandetanib
DB05294	Muscle spasms	6.0	6.0	6.0	Vandetanib
DB05294	Nail abnormality NOS	9.0	9.0	9.0	Vandetanib
DB05294	Nail disorder	9.0	9.0	9.0	Vandetanib
DB05294	Nasopharyngitis	11.3	11.3	11.3	Vandetanib
