orig_food_common_name,orig_source_name,orig_content,cas_number
Smoked link sausage,"18:2 n-6 c,c",3185.0,[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
Smoked link sausage,"Sugars, total",3000.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Snack,Starch,42950.0,OCC1OC(O)C(O)C(O)C1O
Snack,"18:2 n-6 c,c",13290.0,[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
Snack,Aspartic acid,1195.0,N[C@@H](CC(O)=O)C(O)=O
Snacks,Starch,71400.0,OCC1OC(O)C(O)C(O)C1O
Snacks,"Sugars, total",57580.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Snacks,12:0,11720.0,CCCCCCCCCCCC(O)=O
Snail,Starch (dextrins and glycogen),2000.0,OCC1OC(O)C(O)C(O)C1O
Snail,Calcium (Ca),170.0,[Ca++]
Snail,"Vitamin C, total",15.0,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
Soft drink,"Sugars, total",9900.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Soft drink,"Carbohydrates, added sugar (sucrose)",9800.0,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
Soft drink,Calcium (Ca),20.0,[Ca++]
Sole,Glutamic acid,2800.0,N[C@@H](CCC(O)=O)C(O)=O
Sole,Aspartic acid,1900.0,N[C@@H](CC(O)=O)C(O)=O
Sole,Lysine,1800.0,NCCCC[C@H](N)C(O)=O
Sorghum,Glutamic acid,2439.0,N[C@@H](CCC(O)=O)C(O)=O
Sorghum,Leucine,1491.0,CC(C)CC(N)C(O)=O
Sorghum,Alanine,1033.0,C[C@H](N)C(O)=O
Sorghum flour,Starch,71370.0,OCC1OC(O)C(O)C(O)C1O
Sorghum flour,"Sugars, total",1870.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Sorghum flour,Glutamic acid,1626.0,N[C@@H](CCC(O)=O)C(O)=O
Soup,Starch,50830.0,OCC1OC(O)C(O)C(O)C1O
Soup,"Sodium, Na",26000.0,[Na]
Soup,"Sugars, total",8230.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Sour Cherry,OLEIC-ACID,17290.0,CCCCCCCC\C=C\CCCCCCCC(O)=O
Sour Cherry,LINOLEIC-ACID,14840.0,[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
Sour Cherry,SUGARS,8620.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Sour cherry,Cyanidin 3-O-glucosyl-rutinoside,43.629998843,CC1OC(OCC2OC(OC3=CC4=C(O)C=C(O)C=C4[O+]=C3C3=CC=C(O)C(O)=C3)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O
Sour cherry,3-Caffeoylquinic acid,19.100000064,O[C@@H]1C[C@@](O)(C[C@@H](OC(=O)\C=C\C2=CC=C(O)C(O)=C2)[C@H]1O)C(O)=O
Sour cherry,Cyanidin 3-O-rutinoside,6.983333349,[H][C@@]1(C)O[C@@]([H])(OC[C@@]2([H])O[C@@]([H])(OC3=CC4=C(C=C(O)C=C4O)[O+]=C3C3=CC(O)=C(O)C=C3)[C@]([H])(O)[C@@]([H])(O)[C@]2([H])O)[C@]([H])(O)[C@]([H])(O)[C@@]1([H])O
Sour cream,12:0,8138.0,CCCCCCCCCCCC(O)=O
Sour cream,"Sugars, total",6630.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Sour cream,8:0,1028.0,CCCCCCCC(O)=O
Sour dressing,"Sugars, total",4680.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Sour dressing,12:0,2256.0,CCCCCCCCCCCC(O)=O
Sour dressing,10:0,824.0,CCCCCCCCCC(O)=O
Sourdock,"Vitamin A, IU",11900.0,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
Sourdock,"Vitamin C, total ascorbic acid",68.0,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
Sourdock,"Phosphorus, P",55.0,P
Soursop,"Sugars, total",13540.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Soursop,POTASSIUM,1927.5,[K+]
Soursop,"Potassium, K",278.0,[K+]
Soy,6''-O-Malonylgenistin,120.306666056,OC1C(O)C(COC(=O)CC(O)=O)OC(OC2=CC3=C(C(O)=C2)C(=O)C(=CO3)C2=CC=C(O)C=C2)C1O
Soy,Genistin,103.277368238,OCC1OC(OC2=CC(O)=C3C(=O)C(=COC3=C2)C2=CC=C(O)C=C2)C(O)C(O)C1O
Soy,6''-O-Malonyldaidzin,100.60333061200001,OC1C(O)C(COC(=O)CC(O)=O)OC(OC2=CC3=C(C=C2)C(=O)C(=CO3)C2=CC=C(O)C=C2)C1O
Soy flour,"Sugars, total",18880.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Soy flour,Glutamic acid,9106.0,N[C@@H](CCC(O)=O)C(O)=O
Soy meal,Glutamic acid,8705.0,N[C@@H](CCC(O)=O)C(O)=O
Soy meal,Aspartic acid,5651.0,N[C@@H](CC(O)=O)C(O)=O
Soy meal,Leucine,3660.0,CC(C)CC(N)C(O)=O
Soy paste,Genistin,89.416666667,OCC1OC(OC2=CC(O)=C3C(=O)C(=COC3=C2)C2=CC=C(O)C=C2)C(O)C(O)C1O
Soy paste,Daidzin,85.854999542,OC[C@H]1O[C@@H](OC2=CC3=C(C=C2)C(=O)C(=CO3)C2=CC=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O
Soy protein concentrate,"Sugars, total",20000.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Soy protein concentrate,Glutamic acid,12013.0,N[C@@H](CCC(O)=O)C(O)=O
Soy protein concentrate,Aspartic acid,7249.0,N[C@@H](CC(O)=O)C(O)=O
Soy protein isolate,Glutamic acid,17452.0,N[C@@H](CCC(O)=O)C(O)=O
Soy protein isolate,Aspartic acid,10203.0,N[C@@H](CC(O)=O)C(O)=O
Soy sauce,Genistein,0.929216652,OC1=CC=C(C=C1)C1=COC2=CC(O)=CC(O)=C2C1=O
Soy sauce,Genistin,0.747500002,OCC1OC(OC2=CC(O)=C3C(=O)C(=COC3=C2)C2=CC=C(O)C=C2)C(O)C(O)C1O
Soy sauce,Daidzein,0.7177666779999999,OC1=CC=C(C=C1)C1=COC2=C(C=CC(O)=C2)C1=O
Soy sauce made from hydrolyzed vegetable protein,"Sodium, Na",5689.0,[Na]
Soy sauce made from hydrolyzed vegetable protein,"Sugars, total",1700.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Soy sauce made from hydrolyzed vegetable protein,"Potassium, K",152.0,[K+]
Soy sauce made from soy (tamari),"Sodium, Na",5586.0,[Na]
Soy sauce made from soy (tamari),Glutamic acid,2411.0,N[C@@H](CCC(O)=O)C(O)=O
Soy sauce made from soy (tamari),"Sugars, total",1700.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Soy sauce made from soy and wheat (shoyu),"Sodium, Na",5637.0,[Na]
Soy sauce made from soy and wheat (shoyu),"Sugars, total",1700.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Soy sauce made from soy and wheat (shoyu),Glutamic acid,1479.0,N[C@@H](CCC(O)=O)C(O)=O
Soya flour,Starch (dextrins and glycogen),12300.0,OCC1OC(O)C(O)C(O)C1O
Soya flour,"C18:2, n-6",11000.0,[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
Soya flour,Glutamic acid,7600.0,N[C@@H](CCC(O)=O)C(O)=O
Soya milk,"Carbohydrates, added sugar (sucrose)",2200.0,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
Soya milk,Potassium (K),119.0,[K+]
Soya milk,Calcium (Ca),89.0,[Ca++]
Soya sauce,Sodium (Na),5637.0,[Na]
Soya sauce,Glutamic acid,1500.0,N[C@@H](CCC(O)=O)C(O)=O
Soya sauce,Aspartic acid,670.0,N[C@@H](CC(O)=O)C(O)=O
Soyabean oil,"C18:2, n-6",53300.0,[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
Soyabean oil,"C18:1, n-9",21300.0,CCCCCCCC\C=C\CCCCCCCC(O)=O
Soyabean oil,"C18:3, n-3",6870.0,CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O
Soybean,SUGARS,12500.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Soybean,POLYSACCHARIDES,12000.0,OCC1OC(OC2C(O)C(O)C(OC3C(O)C(O)C(O)OC3CO)OC2CO)C(O)C(O)C1O
Soybean,LINOLEIC-ACID,9820.85,[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
Soybeans,"Sugars, total",7330.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Soybeans,Glutamic acid,2433.0,N[C@@H](CCC(O)=O)C(O)=O
Soybeans,Aspartic acid,1439.0,N[C@@H](CC(O)=O)C(O)=O
Soymilk,"Sugars, total",7860.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Soymilk (All flavors),"Sugars, total",3500.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Soymilk (All flavors),"Vitamin A, IU",393.0,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
Soymilk (all flavors),"Sugars, total",3650.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Soymilk (all flavors),"Vitamin A, IU",207.0,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
Spaghetti,Starch,62450.0,OCC1OC(O)C(O)C(O)C1O
Spaghetti,Glutamic acid,6840.0,N[C@@H](CCC(O)=O)C(O)=O
Spaghetti,"Sodium, Na",406.0,[Na]
Spaghetti with meat sauce,"Sugars, total",2600.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Spaghetti with meat sauce,Glutamic acid,1848.0,N[C@@H](CCC(O)=O)C(O)=O
Spaghetti with meat sauce,Proline,593.0,OC(=O)[C@@H]1CCCN1
Spearmint,"Vitamin A, IU",10579.0,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
Spearmint,Aspartic acid,2353.0,N[C@@H](CC(O)=O)C(O)=O
Spearmint,Rosmarinic acid,900.666666667,[H]\C(=C(\[H])C1=CC(O)=C(O)C=C1)C(=O)OC(CC1=CC(O)=C(O)C=C1)C(O)=O
Spelt,Starch,53920.0,OCC1OC(O)C(O)C(O)C1O
Spelt,"Sugars, total",6820.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Spices,"Vitamin A, IU",49254.0,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
Spinach,"Vitamin A, IU",12061.0,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
Spinach,POTASSIUM,3556.85,[K+]
Spinach,NITROGEN,2445.0,N#N
Spinach souffle,"Vitamin A, IU",2891.0,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
Spinach souffle,"Sugars, total",1850.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Spinach souffle,Glutamic acid,1556.0,N[C@@H](CCC(O)=O)C(O)=O
Spirits,Alcohol (ethanol),32900.0,CCO
Spirits,Phosphorus (P),5.0,P
Spirits,Sodium (Na),1.0,[Na]
Split pea soup,"Sugars, total",5060.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Split pea soup,"Vitamin A, IU",552.0,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
Split pea soup,"Potassium, K",183.0,[K+]
Split pea with ham soup,"Sugars, total",1570.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Split pea with ham soup,"Vitamin A, IU",415.0,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
Split pea with ham soup,"Potassium, K",204.0,[K+]
Sponge cake,"C18:1, n-9",5760.0,CCCCCCCC\C=C\CCCCCCCC(O)=O
Sponge cake,"C18:2, n-6",3780.0,[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
Sponge cake,Glutamic acid,1400.0,N[C@@H](CCC(O)=O)C(O)=O
Sports drink,"Sugars, total",6110.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Sports drink,Fructose,3220.0,OCC(O)C(O)C(O)C(=O)CO.OCC1OC(O)(CO)C(O)C1O.OCC1(O)OCC(O)C(O)C1O
Sports drink,Sucrose,1310.0,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
Spotted catfish,Glutamic acid,2300.0,N[C@@H](CCC(O)=O)C(O)=O
Spotted catfish,Aspartic acid,1600.0,N[C@@H](CC(O)=O)C(O)=O
Spotted catfish,Lysine,1500.0,NCCCC[C@H](N)C(O)=O
Sprat,"Carbohydrates, added sugar (sucrose)",10000.0,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
Sprat,Sodium (Na),3606.0,[Na]
Sprat,"C18:1, n-9",2390.0,CCCCCCCC\C=C\CCCCCCCC(O)=O
Sprat (sardine),"C18:2, n-6",4580.0,[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
Sprat (sardine),"C18:1, n-9",3840.0,CCCCCCCC\C=C\CCCCCCCC(O)=O
Squash,"Vitamin A, IU",11155.0,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
Squash,"Sugars, total",1700.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Squash,Fructose,900.0,OCC(O)C(O)C(O)C(=O)CO.OCC1OC(O)(CO)C(O)C1O.OCC1(O)OCC(O)C(O)C1O
Squirrel,"Vitamin A, IU",220.0,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
Squirrel,"Phosphorus, P",175.0,P
Squirrel,"Iron, Fe",4.7,[Fe]
Star anise,Anethole,5407.899902344,COC1=CC=C(\C=C/C)C=C1
Star anise,Caffeic acid,20.200000763,OC(=O)\C=C\C1=CC(O)=C(O)C=C1
Steelhead trout,"Sodium, Na",2850.0,[Na]
Steelhead trout,"Potassium, K",1720.0,[K+]
Steelhead trout,22:6 n-3 (DHA),1080.0,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCC(O)=O
Stew,Starch,7770.0,OCC1OC(O)C(O)C(O)C1O
Stew,"Potassium, K",86.0,[K+]
Stew,"18:2 n-6 c,c",86.0,[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
Stew/soup,"Vitamin A, IU",1607.0,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
Stew/soup,"Potassium, K",84.0,[K+]
Stew/soup,"Sodium, Na",72.0,[Na]
Stinging Nettles,"Vitamin A, IU",2011.0,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
Stinging Nettles,"Calcium, Ca",481.0,[Ca++]
Stinging Nettles,"Potassium, K",334.0,[K+]
Stockfish,Glutamic acid,3500.0,N[C@@H](CCC(O)=O)C(O)=O
Stockfish,Aspartic acid,2600.0,N[C@@H](CC(O)=O)C(O)=O
Stockfish,Lysine,2200.0,NCCCC[C@H](N)C(O)=O
Strawberries,"Carbohydrates, added sugar (sucrose)",20100.0,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
Strawberries,"Sugars, total",20100.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Strawberry,"Sugars, total",50000.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Strawberry,"Carbohydrates, added sugar (sucrose)",46000.0,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
Strawberry,Pelargonidin 3-O-glucoside,47.14660966100001,OCC1OC(OC2=CC3=C(O)C=C(O)C=C3[O+]=C2C2=CC=C(O)C=C2)C(O)C(O)C1O
Strawberry Guava,POTASSIUM,938.5,[K+]
Strawberry Guava,LINOLEIC-ACID,561.5,[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
Strawberry Guava,GLUTAMIC-ACID,234.5,N[C@@H](CCC(O)=O)C(O)=O
Strawberry juice,"Carbohydrates, added sugar (sucrose)",40000.0,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
Strawberry juice,"Sugars, total",5500.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Strawberry juice,"C18:2, n-6",132.0,[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
Strawberry-flavor beverage mix,"Sugars, total",95450.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Strawberry-flavor beverage mix,Glutamic acid,633.0,N[C@@H](CCC(O)=O)C(O)=O
Strawberry-flavor beverage mix,Leucine,296.0,CC(C)CC(N)C(O)=O
Strudel,"Sugars, total",25750.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Strudel,Glutamic acid,848.0,N[C@@H](CCC(O)=O)C(O)=O
Strudel,Proline,305.0,OC(=O)[C@@H]1CCCN1
Succotash,"Sugars, total",2210.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Succotash,Glutamic acid,764.0,N[C@@H](CCC(O)=O)C(O)=O
Succotash,Aspartic acid,493.0,N[C@@H](CC(O)=O)C(O)=O
Sugar,"Carbohydrates, added sugar (sucrose)",99900.0,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
Sugar,Sucrose,99900.0,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
Sugar,"Sugars, total",99900.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Sugar pea (Snow pea,Phosphorus (P),60.6,P
Sugar pea (Snow pea,Calcium (Ca),38.4,[Ca++]
Sugar-Apple,SUCROSE|SUGAR,30895.0,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
Sugar-Apple,GLUCOSE,17270.0,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O
Sugar-Apple,NITROGEN,3600.0,N#N
Sugar-apples,"Potassium, K",247.0,[K+]
Sugar-apples,Lysine,55.0,NCCCC[C@H](N)C(O)=O
Sugar-apples,"Vitamin C, total ascorbic acid",36.3,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
Sugars,Sucrose,99800.0,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
Sugars,"Sugars, total",99800.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Sugars,"Potassium, K",274.0,[K+]
Summer Savory,LINOLENIC-ACID,26040.0,CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O
Summer Savory,LINOLEIC-ACID,7560.0,[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
Summer Savory,TANNIN,6250.0,OC1=CC(=CC(O)=C1O)C(=O)OC1=CC(=CC(O)=C1O)C(=O)OCC1OC(OC(=O)C2=CC(O)=C(O)C(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C2)C(OC(=O)C2=CC(O)=C(O)C(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C2)C(OC(=O)C2=CC(O)=C(O)C(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C2)C1OC(=O)C1=CC(O)=C(O)C(OC(=O)C2=CC(O)=C(O)C(O)=C2)=C1
Summer Squash,PECTIN,5046.75,O[C@H]1O[C@@H]([C@H](O[C@H]2O[C@@H]([C@H](O[C@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)C(O)=O)[C@H](O)[C@H]2O)C(O)=O)[C@H](O)[C@H]1O)C(O)=O
Summer Squash,POTASSIUM,1640.25,[K+]
Summer Squash,ASPARTIC-ACID,1211.25,N[C@@H](CC(O)=O)C(O)=O
Sunflower oil,"C18:2, n-6",63000.0,[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
Sunflower oil,"C18:1, n-9",22000.0,CCCCCCCC\C=C\CCCCCCCC(O)=O
Sunflower oil,"Vitamin E, total",55.0,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C
Sunflower seed,Caffeic acid,8.174000168,OC(=O)\C=C\C1=CC(O)=C(O)C=C1
Sunflower seed,Lariciresinol,0.671000004,COC1=CC(CC2COC(C2CO)C2=CC=C(O)C(OC)=C2)=CC=C1O
Sunflower seed,Matairesinol,0.668249965,COC1CC(CC2COC(=O)C2CC2CCC(O)C(C2)OC)CCC1O
Sunflower seeds,"C18:2, n-6",27800.0,[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
Sunflower seeds,"C18:1, n-9",17700.0,CCCCCCCC\C=C\CCCCCCCC(O)=O
Sunflower seeds,Phosphorus (P),540.0,P
Swamp Cabbage,ASPARTIC-ACID,4641.0,N[C@@H](CC(O)=O)C(O)=O
Swamp Cabbage,GLYCOLIPIDS,3362.8,CCCCCCCCCCCCC\C=C\[C@@H](O)[C@H](COP(=O)(O)OCC[N+](C)(C)C)NC=O
Swamp Cabbage,POTASSIUM,2535.0,[K+]
Swamp cabbage,"Vitamin A, IU",6300.0,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
Swamp cabbage,Aspartic acid,650.0,N[C@@H](CC(O)=O)C(O)=O
Swamp cabbage,"Sodium, Na",358.0,[Na]
Sweatbread,Phosphorus (P),420.0,P
Sweatbread,Potassium (K),339.0,[K+]
Sweatbread,"C18:2, n-6",300.0,[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
Swede,"Sugars, total",4100.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Swede,Potassium (K),392.0,[K+]
Swede,Starch (dextrins and glycogen),100.0,OCC1OC(O)C(O)C(O)C1O
Sweet Potato,STARCH,15950.0,OCC1OC(O)C(O)C(O)C1O
Sweet Potato,SUGAR,6040.0,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
Sweet Potato,PECTIN,3000.0,O[C@H]1O[C@@H]([C@H](O[C@H]2O[C@@H]([C@H](O[C@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)C(O)=O)[C@H](O)[C@H]2O)C(O)=O)[C@H](O)[C@H]1O)C(O)=O
Sweet basil,Rosmarinic acid,308.0,[H]\C(=C(\[H])C1=CC(O)=C(O)C=C1)C(=O)OC(CC1=CC(O)=C(O)C=C1)C(O)=O
Sweet basil,Vanillic acid,14.0,COC1=C(O)C=CC(=C1)C(O)=O
Sweet basil,Ferulic acid,4.0,[H]\C(=C(/[H])C1=CC(OC)=C(O)C=C1)C(O)=O
Sweet bisquit,Starch (dextrins and glycogen),34800.0,OCC1OC(O)C(O)C(O)C1O
Sweet bisquit,"Sugars, total",27100.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Sweet bisquit,Sucrose,26900.0,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
Sweet cherry,Cyanidin 3-O-rutinoside,143.26937475100002,[H][C@@]1(C)O[C@@]([H])(OC[C@@]2([H])O[C@@]([H])(OC3=CC4=C(C=C(O)C=C4O)[O+]=C3C3=CC(O)=C(O)C=C3)[C@]([H])(O)[C@@]([H])(O)[C@]2([H])O)[C@]([H])(O)[C@]([H])(O)[C@@]1([H])O
Sweet cherry,3-Caffeoylquinic acid,44.709999751999995,O[C@@H]1C[C@@](O)(C[C@@H](OC(=O)\C=C\C2=CC=C(O)C(O)=C2)[C@H]1O)C(O)=O
Sweet cherry,Cyanidin 3-O-glucoside,18.730872297999998,OC[C@H]1O[C@@H](OC2=CC3=C(C=C(O)C=C3O)[O+]=C2C2=CC(O)=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O
Sweet pepper [Green],Quercetin 3-O-rhamnoside,2.159999977,C[C@@H]1O[C@@H](OC2=C(OC3=C(C(O)=CC(O)=C3)C2=O)C2=CC(O)=C(O)C=C2)[C@H](O)[C@H](O)[C@H]1O
